#date;time;julianDay;carringtonRotation;observedFlux;adjustedFlux;URSIFlux
2006-06-03;23:00:00;2453890.462;2043.988;76.1;78.4;70.5
2006-06-04;17:00:00;2453891.212;2044.016;75.4;77.6;69.8
2006-06-04;20:00:00;2453891.337;2044.020;75.6;77.8;70.0
2006-06-04;23:00:00;2453891.462;2044.025;76.9;79.2;71.3
2006-06-05;17:00:00;2453892.212;2044.053;77.3;79.5;71.6
2006-06-05;20:00:00;2453892.337;2044.057;77.9;80.2;72.1
2006-06-05;23:00:00;2453892.462;2044.062;77.6;79.9;71.9
2006-06-06;17:00:00;2453893.212;2044.089;77.7;80.0;72.0
2006-06-06;20:00:00;2453893.337;2044.094;78.0;80.3;72.3
2006-06-06;23:00:00;2453893.462;2044.098;79.5;81.9;73.7
2006-06-07;17:00:00;2453894.212;2044.126;82.6;85.1;76.6
2006-06-07;20:00:00;2453894.337;2044.130;82.7;85.2;76.6
2006-06-07;23:00:00;2453894.462;2044.135;83.4;85.9;77.3
2006-06-08;17:00:00;2453895.212;2044.163;81.7;84.1;75.7
2006-06-08;20:00:00;2453895.337;2044.167;80.0;82.5;74.2
2006-06-08;23:00:00;2453895.462;2044.172;80.7;83.2;74.8
2006-06-09;17:00:00;2453896.212;2044.199;77.9;80.3;72.3
2006-06-09;20:00:00;2453896.337;2044.204;77.6;80.0;72.0
2006-06-09;23:00:00;2453896.462;2044.208;78.2;80.6;72.5
2006-06-10;17:00:00;2453897.212;2044.236;77.3;79.6;71.7
2006-06-10;20:00:00;2453897.337;2044.240;76.1;78.5;70.6
2006-06-10;23:00:00;2453897.462;2044.245;77.1;79.5;71.5
2006-06-11;17:00:00;2453898.212;2044.273;74.3;76.6;68.9
2006-06-11;20:00:00;2453898.337;2044.277;74.4;76.7;69.0
2006-06-11;23:00:00;2453898.462;2044.282;74.8;77.2;69.4
2006-06-12;17:00:00;2453899.212;2044.309;73.5;75.8;68.2
2006-06-12;20:00:00;2453899.337;2044.314;74.2;76.5;68.9
2006-06-12;23:00:00;2453899.462;2044.318;74.7;77.0;69.3
2006-06-13;17:00:00;2453900.212;2044.346;76.3;78.7;70.8
2006-06-13;20:00:00;2453900.337;2044.350;77.1;79.5;71.6
2006-06-13;23:00:00;2453900.462;2044.355;77.3;79.8;71.8
2006-06-14;17:00:00;2453901.212;2044.383;76.3;78.7;70.8
2006-06-14;20:00:00;2453901.337;2044.387;75.3;77.7;69.9
2006-06-14;23:00:00;2453901.462;2044.392;75.9;78.3;70.4
2006-06-15;17:00:00;2453902.212;2044.419;76.1;78.6;70.7
2006-06-15;20:00:00;2453902.337;2044.424;76.4;78.8;70.9
2006-06-15;23:00:00;2453902.462;2044.428;76.9;79.3;71.4
2006-06-16;17:00:00;2453903.212;2044.456;75.6;78.0;70.2
2006-06-16;20:00:00;2453903.337;2044.460;75.3;77.7;70.0
2006-06-16;23:00:00;2453903.462;2044.465;76.0;78.4;70.6
2006-06-17;17:00:00;2453904.212;2044.492;73.7;76.1;68.5
2006-06-17;20:00:00;2453904.337;2044.497;73.2;75.6;68.0
2006-06-17;23:00:00;2453904.462;2044.502;73.4;75.8;68.2
2006-06-18;17:00:00;2453905.212;2044.529;73.1;75.5;68.0
2006-06-18;20:00:00;2453905.337;2044.534;73.3;75.7;68.1
2006-06-18;23:00:00;2453905.462;2044.538;74.4;76.8;69.1
2006-06-19;17:00:00;2453906.212;2044.566;73.0;75.3;67.8
2006-06-19;20:00:00;2453906.337;2044.570;73.3;75.7;68.1
2006-06-19;23:00:00;2453906.462;2044.575;73.3;75.7;68.1
2006-06-20;17:00:00;2453907.212;2044.602;72.8;75.1;67.6
2006-06-20;20:00:00;2453907.337;2044.607;72.9;75.3;67.8
2006-06-20;23:00:00;2453907.462;2044.612;73.2;75.6;68.0
2006-06-21;17:00:00;2453908.212;2044.639;72.1;74.4;67.0
2006-06-21;20:00:00;2453908.337;2044.644;72.7;75.1;67.6
2006-06-21;23:00:00;2453908.462;2044.648;73.2;75.6;68.0
2006-06-22;17:00:00;2453909.212;2044.676;71.7;74.0;66.6
2006-06-22;20:00:00;2453909.337;2044.680;72.1;74.4;67.0
2006-06-22;23:00:00;2453909.462;2044.685;72.3;74.7;67.2
2006-06-23;17:00:00;2453910.212;2044.712;70.9;73.3;65.9
2006-06-23;20:00:00;2453910.337;2044.717;71.8;74.1;66.7
2006-06-23;23:00:00;2453910.462;2044.722;71.9;74.3;66.9
2006-06-24;17:00:00;2453911.212;2044.749;72.8;75.2;67.7
2006-06-24;20:00:00;2453911.337;2044.754;73.6;76.1;68.5
2006-06-24;23:00:00;2453911.462;2044.758;73.7;76.1;68.5
2006-06-25;17:00:00;2453912.212;2044.786;74.0;76.4;68.8
2006-06-25;20:00:00;2453912.337;2044.790;74.0;76.5;68.8
2006-06-25;23:00:00;2453912.462;2044.795;74.6;77.1;69.4
2006-06-26;17:00:00;2453913.212;2044.822;75.4;77.9;70.1
2006-06-26;20:00:00;2453913.337;2044.827;76.4;79.0;71.1
2006-06-26;23:00:00;2453913.462;2044.832;77.6;80.2;72.2
2006-06-27;17:00:00;2453914.212;2044.859;78.3;80.9;72.8
2006-06-27;20:00:00;2453914.337;2044.864;78.5;81.2;73.0
2006-06-27;23:00:00;2453914.462;2044.868;79.9;82.6;74.3
2006-06-28;17:00:00;2453915.212;2044.896;82.5;85.3;76.8
2006-06-28;20:00:00;2453915.337;2044.900;83.5;86.3;77.6
2006-06-28;23:00:00;2453915.462;2044.905;84.0;86.8;78.1
2006-06-29;17:00:00;2453916.212;2044.932;85.9;88.7;79.9
2006-06-29;20:00:00;2453916.337;2044.937;85.5;88.4;79.5
2006-06-29;23:00:00;2453916.462;2044.942;86.0;88.9;80.0
2006-06-30;17:00:00;2453917.212;2044.969;87.0;90.0;81.0
2006-06-30;20:00:00;2453917.337;2044.974;86.1;89.0;80.1
2006-06-30;23:00:00;2453917.462;2044.978;86.2;89.1;80.2
2006-07-01;17:00:00;2453918.212;2045.006;84.5;87.3;78.6
2006-07-01;20:00:00;2453918.337;2045.010;85.5;88.4;79.5
2006-07-01;23:00:00;2453918.462;2045.015;85.6;88.4;79.6
2006-07-02;17:00:00;2453919.212;2045.042;87.1;90.1;81.1
2006-07-02;20:00:00;2453919.337;2045.047;87.1;90.0;81.0
2006-07-02;23:00:00;2453919.462;2045.052;86.9;89.8;80.8
2006-07-03;17:00:00;2453920.212;2045.079;85.9;88.7;79.9
2006-07-03;20:00:00;2453920.337;2045.084;85.9;88.8;80.0
2006-07-03;23:00:00;2453920.462;2045.088;89.9;92.9;83.6
2006-07-04;17:00:00;2453921.212;2045.116;87.7;90.6;81.6
2006-07-04;20:00:00;2453921.337;2045.120;92.0;95.1;85.6
2006-07-04;23:00:00;2453921.462;2045.125;91.4;94.5;85.0
2006-07-05;17:00:00;2453922.212;2045.152;86.4;89.3;80.4
2006-07-05;20:00:00;2453922.337;2045.157;84.7;87.5;78.8
2006-07-05;23:00:00;2453922.462;2045.162;85.1;88.0;79.2
2006-07-06;17:00:00;2453923.212;2045.189;86.0;88.9;80.0
2006-07-06;20:00:00;2453923.337;2045.194;85.0;87.9;79.1
2006-07-06;23:00:00;2453923.462;2045.198;82.7;85.5;76.9
2006-07-07;17:00:00;2453924.212;2045.226;80.3;83.0;74.7
2006-07-07;20:00:00;2453924.337;2045.230;79.9;82.6;74.4
2006-07-07;23:00:00;2453924.462;2045.235;79.8;82.5;74.3
2006-07-08;17:00:00;2453925.212;2045.262;77.7;80.3;72.3
2006-07-08;20:00:00;2453925.337;2045.267;77.4;80.0;72.0
2006-07-08;23:00:00;2453925.462;2045.272;78.1;80.7;72.6
2006-07-09;17:00:00;2453926.212;2045.299;74.5;77.0;69.3
2006-07-09;20:00:00;2453926.337;2045.304;74.6;77.1;69.4
2006-07-09;23:00:00;2453926.462;2045.308;74.5;77.0;69.3
2006-07-10;17:00:00;2453927.212;2045.336;73.4;75.9;68.3
2006-07-10;20:00:00;2453927.337;2045.340;72.8;75.2;67.7
2006-07-10;23:00:00;2453927.462;2045.345;73.1;75.6;68.0
2006-07-11;17:00:00;2453928.212;2045.372;71.8;74.2;66.8
2006-07-11;20:00:00;2453928.337;2045.377;71.2;73.6;66.2
2006-07-11;23:00:00;2453928.462;2045.382;71.5;73.9;66.5
2006-07-12;17:00:00;2453929.212;2045.409;71.0;73.4;66.0
2006-07-12;20:00:00;2453929.337;2045.414;70.6;72.9;65.6
2006-07-12;23:00:00;2453929.462;2045.418;68.5;70.8;63.7
2006-07-13;17:00:00;2453930.212;2045.446;70.0;72.4;65.1
2006-07-13;20:00:00;2453930.337;2045.450;69.9;72.2;65.0
2006-07-13;23:00:00;2453930.462;2045.455;70.7;73.1;65.8
2006-07-14;17:00:00;2453931.212;2045.482;70.4;72.7;65.5
2006-07-14;20:00:00;2453931.337;2045.487;70.9;73.3;65.9
2006-07-14;23:00:00;2453931.462;2045.492;71.1;73.5;66.2
2006-07-15;17:00:00;2453932.212;2045.519;70.3;72.6;65.4
2006-07-15;20:00:00;2453932.337;2045.524;70.2;72.6;65.3
2006-07-15;23:00:00;2453932.462;2045.528;70.8;73.2;65.9
2006-07-16;17:00:00;2453933.212;2045.556;70.6;72.9;65.6
2006-07-16;20:00:00;2453933.337;2045.560;70.8;73.2;65.8
2006-07-16;23:00:00;2453933.462;2045.565;71.0;73.4;66.0
2006-07-17;17:00:00;2453934.212;2045.592;70.3;72.6;65.4
2006-07-17;20:00:00;2453934.337;2045.597;71.0;73.3;66.0
2006-07-17;23:00:00;2453934.462;2045.602;71.6;74.0;66.6
2006-07-18;17:00:00;2453935.212;2045.629;71.0;73.3;66.0
2006-07-18;20:00:00;2453935.337;2045.634;71.2;73.6;66.2
2006-07-18;23:00:00;2453935.462;2045.638;72.4;74.8;67.3
2006-07-19;17:00:00;2453936.212;2045.666;71.0;73.3;66.0
2006-07-19;20:00:00;2453936.337;2045.670;71.1;73.4;66.1
2006-07-19;23:00:00;2453936.462;2045.675;71.3;73.6;66.2
2006-07-20;17:00:00;2453937.212;2045.702;72.2;74.5;67.1
2006-07-20;20:00:00;2453937.337;2045.707;72.2;74.5;67.1
2006-07-20;23:00:00;2453937.462;2045.712;72.4;74.7;67.3
2006-07-21;17:00:00;2453938.212;2045.739;71.5;73.8;66.4
2006-07-21;20:00:00;2453938.337;2045.744;72.6;75.0;67.5
2006-07-21;23:00:00;2453938.462;2045.748;73.0;75.3;67.8
2006-07-22;17:00:00;2453939.212;2045.776;72.7;75.1;67.6
2006-07-22;20:00:00;2453939.337;2045.780;73.6;75.9;68.3
2006-07-22;23:00:00;2453939.462;2045.785;74.2;76.6;68.9
2006-07-23;17:00:00;2453940.212;2045.812;75.7;78.1;70.3
2006-07-23;20:00:00;2453940.337;2045.817;76.5;78.9;71.0
2006-07-23;23:00:00;2453940.462;2045.822;77.5;80.0;72.0
2006-07-24;17:00:00;2453941.212;2045.849;77.2;79.6;71.7
2006-07-24;20:00:00;2453941.337;2045.854;77.0;79.5;71.5
2006-07-24;23:00:00;2453941.462;2045.858;77.2;79.6;71.7
2006-07-25;17:00:00;2453942.212;2045.886;76.1;78.5;70.6
2006-07-25;20:00:00;2453942.337;2045.890;75.5;77.9;70.1
2006-07-25;23:00:00;2453942.462;2045.895;75.9;78.3;70.5
2006-07-26;17:00:00;2453943.212;2045.922;74.7;77.1;69.4
2006-07-26;20:00:00;2453943.337;2045.927;74.7;77.0;69.3
2006-07-26;23:00:00;2453943.462;2045.932;75.4;77.8;70.0
2006-07-27;17:00:00;2453944.212;2045.959;73.9;76.2;68.6
2006-07-27;20:00:00;2453944.337;2045.964;74.4;76.7;69.0
2006-07-27;23:00:00;2453944.462;2045.968;74.7;77.0;69.3
2006-07-28;17:00:00;2453945.212;2045.996;73.4;75.7;68.2
2006-07-28;20:00:00;2453945.337;2046.000;72.6;74.9;67.4
2006-07-28;23:00:00;2453945.462;2046.005;73.8;76.1;68.5
2006-07-29;17:00:00;2453946.212;2046.032;72.7;75.0;67.5
2006-07-29;20:00:00;2453946.337;2046.037;73.0;75.2;67.7
2006-07-29;23:00:00;2453946.462;2046.042;74.0;76.3;68.7
2006-07-30;17:00:00;2453947.212;2046.069;73.6;75.9;68.3
2006-07-30;20:00:00;2453947.337;2046.074;73.9;76.2;68.6
2006-07-30;23:00:00;2453947.462;2046.078;73.8;76.0;68.4
2006-07-31;17:00:00;2453948.212;2046.106;72.9;75.1;67.6
2006-07-31;20:00:00;2453948.337;2046.110;72.4;74.6;67.2
2006-07-31;23:00:00;2453948.462;2046.115;72.7;74.9;67.4
2006-08-01;17:00:00;2453949.212;2046.142;72.0;74.2;66.8
2006-08-01;20:00:00;2453949.337;2046.147;72.8;74.9;67.5
2006-08-01;23:00:00;2453949.462;2046.152;73.3;75.5;68.0
2006-08-02;17:00:00;2453950.212;2046.179;71.6;73.7;66.4
2006-08-02;20:00:00;2453950.337;2046.184;72.1;74.3;66.9
2006-08-02;23:00:00;2453950.462;2046.188;73.0;75.2;67.7
2006-08-03;17:00:00;2453951.212;2046.216;71.5;73.6;66.2
2006-08-03;20:00:00;2453951.337;2046.220;71.3;73.4;66.1
2006-08-03;23:00:00;2453951.462;2046.225;71.9;74.0;66.6
2006-08-04;17:00:00;2453952.212;2046.252;70.1;72.1;64.9
2006-08-04;20:00:00;2453952.337;2046.257;69.6;71.6;64.5
2006-08-04;23:00:00;2453952.462;2046.262;71.1;73.2;65.9
2006-08-05;17:00:00;2453953.212;2046.289;69.5;71.5;64.4
2006-08-05;20:00:00;2453953.337;2046.294;69.5;71.5;64.4
2006-08-05;23:00:00;2453953.462;2046.298;70.4;72.4;65.2
2006-08-06;17:00:00;2453954.212;2046.326;69.5;71.5;64.3
2006-08-06;20:00:00;2453954.337;2046.330;69.5;71.5;64.3
2006-08-06;23:00:00;2453954.462;2046.335;70.5;72.6;65.3
2006-08-07;17:00:00;2453955.212;2046.362;69.7;71.7;64.5
2006-08-07;20:00:00;2453955.337;2046.367;69.8;71.8;64.6
2006-08-07;23:00:00;2453955.462;2046.372;70.3;72.3;65.1
2006-08-08;17:00:00;2453956.212;2046.399;70.6;72.6;65.3
2006-08-08;20:00:00;2453956.337;2046.404;71.4;73.4;66.0
2006-08-08;23:00:00;2453956.462;2046.408;72.4;74.4;67.0
2006-08-09;17:00:00;2453957.212;2046.436;73.1;75.2;67.6
2006-08-09;20:00:00;2453957.337;2046.440;74.1;76.1;68.5
2006-08-09;23:00:00;2453957.462;2046.445;74.9;76.9;69.2
2006-08-10;17:00:00;2453958.212;2046.472;79.8;82.0;73.8
2006-08-10;20:00:00;2453958.337;2046.477;80.3;82.5;74.3
2006-08-10;23:00:00;2453958.462;2046.482;81.4;83.6;75.3
2006-08-11;17:00:00;2453959.212;2046.509;84.7;87.0;78.3
2006-08-11;20:00:00;2453959.337;2046.514;83.9;86.2;77.6
2006-08-11;23:00:00;2453959.462;2046.518;85.1;87.4;78.6
2006-08-12;17:00:00;2453960.212;2046.546;83.6;85.8;77.2
2006-08-12;20:00:00;2453960.337;2046.550;84.7;87.0;78.3
2006-08-12;23:00:00;2453960.462;2046.555;87.4;89.7;80.8
2006-08-13;17:00:00;2453961.212;2046.582;87.0;89.3;80.3
2006-08-13;20:00:00;2453961.337;2046.587;85.9;88.1;79.3
2006-08-13;23:00:00;2453961.462;2046.591;85.9;88.2;79.3
2006-08-14;17:00:00;2453962.212;2046.619;85.5;87.7;79.0
2006-08-14;20:00:00;2453962.337;2046.624;86.4;88.6;79.8
2006-08-14;23:00:00;2453962.462;2046.628;86.7;88.9;80.0
2006-08-15;17:00:00;2453963.212;2046.656;85.1;87.3;78.6
2006-08-15;20:00:00;2453963.337;2046.660;85.6;87.8;79.0
2006-08-15;23:00:00;2453963.462;2046.665;88.0;90.2;81.2
2006-08-16;17:00:00;2453964.212;2046.692;104.8;107.5;96.7
2006-08-16;20:00:00;2453964.337;2046.697;100.6;103.2;92.9
2006-08-16;23:00:00;2453964.462;2046.701;94.0;96.4;86.7
2006-08-17;17:00:00;2453965.212;2046.729;86.7;88.8;80.0
2006-08-17;20:00:00;2453965.337;2046.734;85.8;88.0;79.2
2006-08-17;23:00:00;2453965.462;2046.738;87.5;89.7;80.7
2006-08-18;17:00:00;2453966.212;2046.766;88.5;90.6;81.6
2006-08-18;20:00:00;2453966.337;2046.770;88.5;90.6;81.6
2006-08-18;23:00:00;2453966.462;2046.775;90.6;92.8;83.5
2006-08-19;17:00:00;2453967.212;2046.802;88.2;90.3;81.3
2006-08-19;20:00:00;2453967.337;2046.807;88.8;90.9;81.8
2006-08-19;23:00:00;2453967.462;2046.811;88.5;90.7;81.6
2006-08-20;17:00:00;2453968.212;2046.839;87.3;89.4;80.4
2006-08-20;20:00:00;2453968.337;2046.844;88.1;90.2;81.2
2006-08-20;23:00:00;2453968.462;2046.848;87.3;89.3;80.4
2006-08-21;17:00:00;2453969.212;2046.876;85.4;87.4;78.7
2006-08-21;20:00:00;2453969.337;2046.880;87.8;89.8;80.8
2006-08-21;23:00:00;2453969.462;2046.885;86.0;88.0;79.2
2006-08-22;17:00:00;2453970.212;2046.912;81.4;83.3;74.9
2006-08-22;20:00:00;2453970.337;2046.917;80.8;82.7;74.4
2006-08-22;23:00:00;2453970.462;2046.921;83.2;85.1;76.6
2006-08-23;20:00:00;2453971.337;2046.954;78.3;80.1;72.1
2006-08-23;23:00:00;2453971.462;2046.958;78.7;80.5;72.5
2006-08-24;20:00:00;2453972.337;2046.990;78.2;79.9;71.9
2006-08-24;23:00:00;2453972.462;2046.995;78.0;79.7;71.8
2006-08-25;17:00:00;2453973.212;2047.022;76.3;78.0;70.2
2006-08-25;20:00:00;2453973.337;2047.027;77.2;78.9;71.0
2006-08-25;23:00:00;2453973.462;2047.031;76.7;78.4;70.5
2006-08-26;17:00:00;2453974.212;2047.059;78.0;79.6;71.7
2006-08-26;20:00:00;2453974.337;2047.064;75.7;77.3;69.6
2006-08-26;23:00:00;2453974.462;2047.068;82.7;84.4;76.0
2006-08-27;17:00:00;2453975.212;2047.096;79.9;81.6;73.4
2006-08-27;20:00:00;2453975.337;2047.100;78.6;80.2;72.2
2006-08-27;23:00:00;2453975.462;2047.105;79.0;80.7;72.6
2006-08-28;17:00:00;2453976.212;2047.132;76.3;77.8;70.1
2006-08-28;20:00:00;2453976.337;2047.137;76.4;78.0;70.2
2006-08-28;23:00:00;2453976.462;2047.141;76.9;78.5;70.6
2006-08-29;17:00:00;2453977.212;2047.169;74.1;75.6;68.0
2006-08-29;20:00:00;2453977.337;2047.174;73.0;74.4;67.0
2006-08-29;23:00:00;2453977.462;2047.178;75.2;76.7;69.0
2006-08-30;17:00:00;2453978.212;2047.206;74.9;76.3;68.7
2006-08-30;20:00:00;2453978.337;2047.210;74.2;75.7;68.1
2006-08-30;23:00:00;2453978.462;2047.215;75.4;76.9;69.2
2006-08-31;17:00:00;2453979.212;2047.242;76.5;77.9;70.1
2006-08-31;20:00:00;2453979.337;2047.247;83.2;84.7;76.3
2006-08-31;23:00:00;2453979.462;2047.251;77.3;78.7;70.8
2006-09-01;17:00:00;2453980.212;2047.279;75.9;77.3;69.6
2006-09-01;20:00:00;2453980.337;2047.284;76.9;78.3;70.5
2006-09-01;23:00:00;2453980.462;2047.288;76.6;78.0;70.2
2006-09-02;17:00:00;2453981.212;2047.316;74.7;76.0;68.4
2006-09-02;20:00:00;2453981.337;2047.320;75.6;76.9;69.2
2006-09-02;23:00:00;2453981.462;2047.325;76.4;77.7;70.0
2006-09-03;17:00:00;2453982.212;2047.352;75.7;77.0;69.3
2006-09-03;20:00:00;2453982.337;2047.357;76.5;77.8;70.1
2006-09-03;23:00:00;2453982.462;2047.361;77.2;78.6;70.7
2006-09-04;17:00:00;2453983.212;2047.389;79.6;80.9;72.8
2006-09-04;20:00:00;2453983.337;2047.393;79.0;80.3;72.3
2006-09-04;23:00:00;2453983.462;2047.398;79.3;80.7;72.6
2006-09-05;17:00:00;2453984.212;2047.426;79.4;80.7;72.6
2006-09-05;20:00:00;2453984.337;2047.430;80.4;81.7;73.6
2006-09-05;23:00:00;2453984.462;2047.435;80.7;82.1;73.8
2006-09-06;17:00:00;2453985.212;2047.462;82.9;84.2;75.8
2006-09-06;20:00:00;2453985.337;2047.467;84.0;85.3;76.7
2006-09-06;23:00:00;2453985.462;2047.471;85.8;87.1;78.4
2006-09-07;17:00:00;2453986.212;2047.499;87.0;88.4;79.5
2006-09-07;20:00:00;2453986.337;2047.503;86.7;88.1;79.3
2006-09-07;23:00:00;2453986.462;2047.508;88.1;89.5;80.5
2006-09-08;17:00:00;2453987.212;2047.536;88.5;89.8;80.8
2006-09-08;20:00:00;2453987.337;2047.540;87.2;88.5;79.6
2006-09-08;23:00:00;2453987.462;2047.545;88.0;89.3;80.4
2006-09-09;17:00:00;2453988.212;2047.572;85.6;86.8;78.1
2006-09-09;20:00:00;2453988.337;2047.577;85.5;86.7;78.1
2006-09-09;23:00:00;2453988.462;2047.581;87.7;88.9;80.1
2006-09-10;17:00:00;2453989.212;2047.609;86.9;88.1;79.3
2006-09-10;20:00:00;2453989.337;2047.613;87.3;88.5;79.7
2006-09-10;23:00:00;2453989.462;2047.618;88.1;89.3;80.3
2006-09-11;17:00:00;2453990.212;2047.646;84.8;85.9;77.3
2006-09-11;20:00:00;2453990.337;2047.650;84.6;85.7;77.1
2006-09-11;23:00:00;2453990.462;2047.655;85.5;86.6;77.9
2006-09-12;17:00:00;2453991.212;2047.682;84.5;85.5;77.0
2006-09-12;20:00:00;2453991.337;2047.687;84.1;85.1;76.6
2006-09-12;23:00:00;2453991.462;2047.691;86.3;87.4;78.7
2006-09-13;17:00:00;2453992.212;2047.719;83.0;84.0;75.6
2006-09-13;20:00:00;2453992.337;2047.723;82.9;83.9;75.5
2006-09-13;23:00:00;2453992.462;2047.728;83.7;84.7;76.2
2006-09-14;17:00:00;2453993.212;2047.756;84.2;85.2;76.7
2006-09-14;20:00:00;2453993.337;2047.760;82.8;83.8;75.4
2006-09-14;23:00:00;2453993.462;2047.765;83.0;83.9;75.6
2006-09-15;17:00:00;2453994.212;2047.792;81.1;82.0;73.8
2006-09-15;20:00:00;2453994.337;2047.797;80.1;81.0;72.9
2006-09-15;23:00:00;2453994.462;2047.801;80.9;81.8;73.6
2006-09-16;17:00:00;2453995.212;2047.829;78.8;79.6;71.7
2006-09-16;20:00:00;2453995.337;2047.833;79.2;80.1;72.1
2006-09-16;23:00:00;2453995.462;2047.838;79.6;80.5;72.4
2006-09-17;17:00:00;2453996.212;2047.866;77.6;78.4;70.6
2006-09-17;20:00:00;2453996.337;2047.870;78.0;78.8;70.9
2006-09-17;23:00:00;2453996.462;2047.875;77.6;78.3;70.5
2006-09-18;17:00:00;2453997.212;2047.902;73.8;74.5;67.0
2006-09-18;20:00:00;2453997.337;2047.907;74.4;75.1;67.6
2006-09-18;23:00:00;2453997.462;2047.911;75.9;76.7;69.0
2006-09-19;17:00:00;2453998.212;2047.939;73.2;73.9;66.5
2006-09-19;20:00:00;2453998.337;2047.943;73.4;74.0;66.6
2006-09-19;23:00:00;2453998.462;2047.948;73.9;74.6;67.1
2006-09-20;17:00:00;2453999.212;2047.976;71.5;72.1;64.9
2006-09-20;20:00:00;2453999.337;2047.980;70.9;71.5;64.4
2006-09-20;23:00:00;2453999.462;2047.985;72.5;73.1;65.8
2006-09-21;17:00:00;2454000.212;2048.012;70.8;71.3;64.2
2006-09-21;20:00:00;2454000.337;2048.017;71.4;72.0;64.8
2006-09-21;23:00:00;2454000.462;2048.021;74.2;74.8;67.3
2006-09-22;17:00:00;2454001.212;2048.049;72.4;72.9;65.6
2006-09-22;20:00:00;2454001.337;2048.054;72.3;72.9;65.6
2006-09-22;23:00:00;2454001.462;2048.058;72.6;73.1;65.8
2006-09-23;17:00:00;2454002.212;2048.086;69.9;70.4;63.3
2006-09-23;20:00:00;2454002.337;2048.090;70.4;70.9;63.8
2006-09-23;23:00:00;2454002.462;2048.095;70.5;71.0;63.9
2006-09-24;17:00:00;2454003.212;2048.122;69.7;70.1;63.1
2006-09-24;20:00:00;2454003.337;2048.127;69.8;70.3;63.2
2006-09-24;23:00:00;2454003.462;2048.131;69.9;70.3;63.3
2006-09-25;17:00:00;2454004.212;2048.159;69.8;70.2;63.2
2006-09-25;20:00:00;2454004.337;2048.163;70.2;70.6;63.5
2006-09-25;23:00:00;2454004.462;2048.168;71.1;71.5;64.4
2006-09-26;17:00:00;2454005.212;2048.196;70.6;70.9;63.8
2006-09-26;20:00:00;2454005.337;2048.200;70.7;71.0;63.9
2006-09-26;23:00:00;2454005.462;2048.205;71.3;71.6;64.4
2006-09-27;17:00:00;2454006.212;2048.232;71.9;72.2;65.0
2006-09-27;20:00:00;2454006.337;2048.237;72.0;72.4;65.1
2006-09-27;23:00:00;2454006.462;2048.241;72.5;72.8;65.5
2006-09-28;17:00:00;2454007.212;2048.269;72.5;72.8;65.5
2006-09-28;20:00:00;2454007.337;2048.274;73.0;73.3;66.0
2006-09-28;23:00:00;2454007.462;2048.278;75.2;75.5;68.0
2006-09-29;17:00:00;2454008.212;2048.305;76.0;76.2;68.6
2006-09-29;20:00:00;2454008.337;2048.310;76.5;76.8;69.1
2006-09-29;23:00:00;2454008.462;2048.315;76.5;76.7;69.1
2006-09-30;17:00:00;2454009.212;2048.342;77.7;77.9;70.1
2006-09-30;20:00:00;2454009.337;2048.347;77.7;77.9;70.1
2006-09-30;23:00:00;2454009.462;2048.351;77.9;78.1;70.3
2006-10-01;17:00:00;2454010.212;2048.379;77.7;77.9;70.1
2006-10-01;20:00:00;2454010.337;2048.383;78.4;78.6;70.7
2006-10-01;23:00:00;2454010.462;2048.388;78.8;78.9;71.1
2006-10-02;17:00:00;2454011.212;2048.416;77.7;77.8;70.0
2006-10-02;20:00:00;2454011.337;2048.420;77.9;78.0;70.2
2006-10-02;23:00:00;2454011.462;2048.425;78.3;78.4;70.6
2006-10-03;17:00:00;2454012.212;2048.452;76.4;76.5;68.9
2006-10-03;20:00:00;2454012.337;2048.457;76.6;76.7;69.0
2006-10-03;23:00:00;2454012.462;2048.461;77.7;77.7;70.0
2006-10-04;17:00:00;2454013.212;2048.489;76.1;76.2;68.6
2006-10-04;20:00:00;2454013.337;2048.493;76.7;76.7;69.0
2006-10-04;23:00:00;2454013.462;2048.498;77.7;77.7;70.0
2006-10-05;17:00:00;2454014.212;2048.525;76.4;76.3;68.7
2006-10-05;20:00:00;2454014.337;2048.530;77.3;77.3;69.5
2006-10-05;23:00:00;2454014.462;2048.535;77.6;77.6;69.8
2006-10-06;17:00:00;2454015.212;2048.562;77.3;77.2;69.5
2006-10-06;20:00:00;2454015.337;2048.567;76.4;76.3;68.7
2006-10-06;23:00:00;2454015.462;2048.571;77.5;77.5;69.7
2006-10-07;17:00:00;2454016.212;2048.599;75.7;75.6;68.0
2006-10-07;20:00:00;2454016.337;2048.603;76.5;76.4;68.7
2006-10-07;23:00:00;2454016.462;2048.608;77.3;77.2;69.5
2006-10-08;17:00:00;2454017.212;2048.636;75.2;75.1;67.5
2006-10-08;20:00:00;2454017.337;2048.640;75.2;75.1;67.6
2006-10-08;23:00:00;2454017.462;2048.645;76.0;75.8;68.3
2006-10-09;17:00:00;2454018.212;2048.672;75.1;74.9;67.4
2006-10-09;20:00:00;2454018.337;2048.677;75.0;74.8;67.4
2006-10-09;23:00:00;2454018.462;2048.681;75.5;75.3;67.7
2006-10-10;17:00:00;2454019.212;2048.709;75.1;74.8;67.4
2006-10-10;20:00:00;2454019.337;2048.713;75.3;75.0;67.5
2006-10-10;23:00:00;2454019.462;2048.718;75.3;75.0;67.5
2006-10-11;17:00:00;2454020.212;2048.745;73.2;72.9;65.6
